"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Africa","Uganda","Male","25.1 [15.8-39.3]","25.06850","15.84540","39.28430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Uganda","Male","19.2 [12.0-30.2]","19.20830","11.96020","30.24140","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Uganda","Male","37.7 [22.5-61.0]","37.69510","22.45450","60.99640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Africa","Uganda","Female","7.8 [4.2-13.9]","7.83000","4.24000","13.90600","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Africa","Uganda","Female","5.3 [3.1-8.8]","5.33000","3.07000","8.77000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Africa","Uganda","Female","5.8 [3.3-9.7]","5.79000","3.28000","9.69000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Uganda","Female","3.5 [2.1-5.6]","3.52000","2.11000","5.55000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Uganda","Both sexes","11.1 [6.9-17.3]","11.06280","6.90000","17.29750","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Africa","Uganda","Female","8.1 [4.5-13.9]","8.13000","4.50000","13.91210","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Uganda","Male","38.6 [22.9-62.6]","38.60710","22.89680","62.57980","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Africa","Uganda","Male","28.6 [17.8-45.0]","28.56400","17.82750","45.03350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Africa","Uganda","Female","3.7 [2.2-5.9]","3.70000","2.21000","5.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Uganda","Female","3.9 [2.4-6.2]","3.94000","2.38000","6.19000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Uganda","Female","8.6 [4.7-15.2]","8.57000","4.69000","15.18420","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Africa","Uganda","Female","8.0 [4.3-14.2]","7.98000","4.32000","14.19770","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Uganda","Both sexes","12.4 [7.8-19.3]","12.38330","7.77000","19.33780","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Africa","Uganda","Both sexes","20.4 [11.9-33.5]","20.38260","11.90090","33.50900","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Africa","Uganda","Female","3.6 [2.2-5.7]","3.64000","2.18000","5.73000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Africa","Uganda","Female","5.2 [3.0-8.5]","5.21000","3.02000","8.53000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Africa","Uganda","Female","8.3 [4.5-14.4]","8.28000","4.54000","14.35740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Uganda","Female","4.0 [2.4-6.3]","4.01000","2.41000","6.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Uganda","Both sexes","10.3 [6.3-16.1]","10.25160","6.33000","16.08550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Ukraine","Female","4.9 [4.1-5.7]","4.86000","4.08000","5.72000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Ukraine","Male","35.2 [30.9-39.9]","35.16150","30.89890","39.86200","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Ukraine","Male","53.1 [46.7-60.0]","53.14920","46.66500","59.95720","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Ukraine","Male","31.3 [25.2-38.3]","31.30490","25.22160","38.27620","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Ukraine","Male","53.0 [46.5-59.7]","52.98150","46.45910","59.72360","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Ukraine","Male","54.2 [47.7-61.1]","54.22590","47.69420","61.06860","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Ukraine","Female","7.3 [6.3-8.4]","7.33000","6.33000","8.43000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Ukraine","Both sexes","33.5 [29.5-37.7]","33.48230","29.46530","37.70950","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Ukraine","Both sexes","25.9 [22.7-29.3]","25.90380","22.69630","29.30280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Ukraine","Female","7.8 [6.8-9.0]","7.83000","6.77000","9.00000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Ukraine","Female","7.0 [6.0-8.0]","6.96000","6.00000","8.02000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Ukraine","Female","5.7 [5.0-6.6]","5.73000","4.95000","6.58000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Ukraine","Female","5.2 [4.4-6.0]","5.15000","4.42000","5.96000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Ukraine","Male","34.4 [30.1-39.0]","34.36220","30.14980","38.96050","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Ukraine","Male","62.7 [55.3-70.4]","62.69710","55.33160","70.42110","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Ukraine","Female","5.3 [4.6-6.2]","5.34000","4.55000","6.24000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Ukraine","Both sexes","29.0 [25.4-32.7]","28.96040","25.41580","32.70520","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Ukraine","Both sexes","20.2 [17.7-22.8]","20.16960","17.74820","22.82280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Ukraine","Female","6.5 [5.6-7.4]","6.45000","5.56000","7.44000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Ukraine","Female","4.6 [3.4-6.2]","4.63000","3.37000","6.16000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Ukraine","Both sexes","17.6 [14.8-20.6]","17.56410","14.80920","20.59790","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Ukraine","Female","8.5 [7.3-9.7]","8.47000","7.32000","9.72000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Ukraine","Both sexes","28.4 [24.9-32.1]","28.36560","24.85560","32.08550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Ukraine","Both sexes","18.0 [13.7-23.0]","17.99390","13.72640","23.04890","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Ukraine","Both sexes","31.2 [27.4-35.2]","31.20600","27.42270","35.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Ukraine","Female","5.1 [4.4-5.9]","5.08000","4.38000","5.87000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Ukraine","Male","35.1 [30.9-39.7]","35.11610","30.91340","39.71200","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Ukraine","Male","57.3 [50.4-64.6]","57.33470","50.39130","64.55880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Ukraine","Both sexes","25.6 [22.5-29.0]","25.60150","22.45530","28.98780","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Ukraine","Both sexes","18.9 [16.6-21.5]","18.94590","16.62460","21.49600","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Ukraine","Both sexes","18.7 [16.3-21.2]","18.65740","16.31430","21.22330","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Ukraine","Female","5.1 [4.4-5.9]","5.14000","4.42000","5.94000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Ukraine","Female","7.6 [6.6-8.7]","7.61000","6.58000","8.74000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Ukraine","Female","5.5 [4.7-6.3]","5.47000","4.72000","6.28000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Ukraine","Both sexes","20.4 [17.7-23.3]","20.39350","17.70770","23.32860","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Ukraine","Male","32.4 [27.4-37.9]","32.39860","27.41290","37.87730","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Ukraine","Both sexes","16.9 [13.6-20.8]","16.93970","13.59550","20.80140","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Ukraine","Male","37.3 [33.0-42.1]","37.33220","32.95720","42.11950","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Ukraine","Male","33.0 [28.2-38.2]","32.95780","28.16340","38.17450","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Ukraine","Female","6.5 [5.5-7.4]","6.46000","5.53000","7.43000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Ukraine","Female","4.7 [3.9-5.6]","4.74000","3.93000","5.64000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Ukraine","Male","58.5 [51.5-65.9]","58.51420","51.54460","65.86670","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Ukraine","Both sexes","28.3 [24.7-32.0]","28.27150","24.73500","31.96460","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Ukraine","Female","7.0 [6.1-8.1]","7.04000","6.08000","8.10000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Ukraine","Both sexes","21.8 [19.2-24.6]","21.81270","19.19110","24.60130","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Ukraine","Male","48.3 [42.5-54.5]","48.28870","42.46500","54.47120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Ukraine","Both sexes","19.0 [16.7-21.6]","19.01520","16.65420","21.62020","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Ukraine","Male","37.6 [32.8-42.9]","37.61330","32.76640","42.88210","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Ukraine","Both sexes","30.5 [26.8-34.5]","30.54970","26.79830","34.48710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Ukraine","Male","40.5 [35.7-45.5]","40.47370","35.71250","45.51280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Ukraine","Female","4.5 [3.5-5.6]","4.49000","3.52000","5.64000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Ukraine","Male","47.8 [42.1-54.0]","47.83550","42.07120","54.00880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Ukraine","Male","33.3 [25.6-42.4]","33.30190","25.57800","42.42610","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Ukraine","Male","32.7 [24.1-43.1]","32.70410","24.11510","43.08190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Ukraine","Both sexes","26.4 [23.1-29.9]","26.37410","23.12910","29.87410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Ukraine","Female","4.7 [3.3-6.4]","4.65000","3.25000","6.44000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Ukraine","Both sexes","17.7 [13.0-23.5]","17.72870","12.97680","23.51470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Ukraine","Both sexes","17.9 [15.2-20.8]","17.87460","15.22020","20.77280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Ukraine","Male","49.3 [43.3-55.6]","49.27020","43.34440","55.63980","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Ukraine","Female","6.5 [5.6-7.5]","6.50000","5.59000","7.51000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","Uruguay","Both sexes","18.8 [15.1-23.1]","18.82760","15.07120","23.12560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","Uruguay","Both sexes","18.5 [15.2-22.1]","18.54470","15.20990","22.14230","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","Uruguay","Female","6.5 [5.2-7.9]","6.49000","5.24000","7.89000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","Uruguay","Both sexes","13.9 [11.8-27.2]","13.86950","11.84330","27.24300","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","Uruguay","Male","23.2 [20.1-26.5]","23.16690","20.10360","26.51290","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","Uruguay","Male","23.1 [19.9-26.5]","23.07030","19.86680","26.49400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","Uruguay","Male","21.9 [18.9-25.0]","21.86920","18.94740","25.00400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","Uruguay","Female","7.0 [5.6-8.5]","7.01000","5.63000","8.50000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","Uruguay","Male","31.1 [25.1-38.0]","31.12220","25.14200","37.98880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","Uruguay","Male","24.7 [21.3-28.3]","24.70490","21.30810","28.31600","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Uruguay","Male","21.8 [18.9-25.0]","21.82390","18.89060","25.01880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","Uruguay","Both sexes","14.3 [12.1-16.5]","14.25630","12.13280","16.53630","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","Uruguay","Female","6.0 [4.9-7.2]","5.95000","4.85000","7.19000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","Uruguay","Both sexes","13.3 [11.3-15.3]","13.25600","11.34150","15.31960","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Uruguay","Both sexes","13.4 [11.4-15.4]","13.37250","11.44640","15.43540","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","Uruguay","Both sexes","15.0 [12.8-17.4]","15.02400","12.78560","17.44070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Uruguay","Female","5.9 [4.8-7.2]","5.93000","4.81000","7.17000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","Uruguay","Female","6.6 [5.3-7.9]","6.55000","5.33000","7.90000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","Uruguay","Male","25.7 [22.2-29.4]","25.66950","22.18580","29.37530","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","Uruguay","Female","8.3 [6.6-10.2]","8.32000","6.58000","10.21360","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","Uruguay","Male","30.3 [25.6-35.4]","30.31880","25.60990","35.39470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","Uruguay","Male","23.3 [20.1-26.7]","23.31550","20.13200","26.70660","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","Uruguay","Female","6.2 [5.0-7.6]","6.22000","4.97000","7.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","Uruguay","Male","30.8 [25.6-36.5]","30.82160","25.57420","36.49190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","Uruguay","Female","6.4 [5.1-7.7]","6.35000","5.11000","7.70000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","Uruguay","Male","31.5 [25.8-37.9]","31.47540","25.79000","37.87820","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","Uruguay","Both sexes","18.7 [15.6-22.1]","18.70110","15.58380","22.06660","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","Uruguay","Both sexes","15.8 [13.4-18.3]","15.76730","13.37160","18.34480","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","Uruguay","Female","7.4 [6.0-9.0]","7.36000","5.95000","8.95000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","Uruguay","Both sexes","17.9 [15.3-20.7]","17.89980","15.33000","20.72380","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Uruguay","Both sexes","16.1 [13.7-18.7]","16.09750","13.71470","18.66200","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Uruguay","Both sexes","13.2 [11.3-15.3]","13.22670","11.28940","15.34700","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","Uruguay","Both sexes","16.7 [14.0-19.5]","16.66390","14.03040","19.51490","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","Uruguay","Female","5.1 [4.1-6.2]","5.07000","4.11000","6.16000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","Uruguay","Male","25.5 [21.9-29.3]","25.48390","21.91940","29.30850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","Uruguay","Female","7.7 [5.9-9.7]","7.67000","5.91000","9.69000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","Uruguay","Both sexes","18.8 [15.3-22.8]","18.84630","15.27960","22.84550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","Uruguay","Both sexes","13.8 [11.8-16.0]","13.79350","11.78290","15.97700","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Uruguay","Both sexes","13.5 [11.5-15.6]","13.51200","11.51390","15.63750","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","Uruguay","Male","21.8 [18.9-24.9]","21.80740","18.90700","24.88480","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Uruguay","Female","6.3 [5.1-7.6]","6.29000","5.07000","7.61000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","Uruguay","Both sexes","14.2 [12.0-16.5]","14.15730","12.00890","16.46900","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","Uruguay","Female","7.5 [5.8-9.3]","7.48000","5.83000","9.26000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","Uruguay","Both sexes","14.2 [12.1-16.4]","14.15550","12.10990","16.39730","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","Uruguay","Female","7.4 [5.7-9.2]","7.36000","5.69000","9.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","Uruguay","Female","7.2 [5.9-8.7]","7.21000","5.88000","8.68000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Uruguay","Male","22.7 [19.7-25.9]","22.67920","19.65480","25.89840","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","Uruguay","Female","6.9 [5.7-8.3]","6.90000","5.65000","8.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","Uruguay","Female","5.8 [4.7-29.9]","5.80000","4.67000","29.87680","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","Uruguay","Both sexes","15.8 [13.5-30.6]","15.79260","13.45760","30.63840","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","Uruguay","Male","27.7 [23.6-32.1]","27.71490","23.62950","32.13430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Uruguay","Female","5.3 [4.3-6.4]","5.27000","4.27000","6.37000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","Uruguay","Both sexes","14.5 [12.4-16.8]","14.49750","12.39700","16.76110","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Uruguay","Male","22.5 [19.5-25.8]","22.53720","19.46750","25.77350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Uruguay","Male","27.1 [23.4-31.1]","27.09220","23.35140","31.09380","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","Uruguay","Female","5.6 [4.5-6.8]","5.58000","4.50000","6.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","Uruguay","Male","30.1 [26.2-34.4]","30.10780","26.15880","34.41740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","Uruguay","Female","6.7 [5.4-8.2]","6.72000","5.35000","8.19000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","Uruguay","Male","25.6 [22.1-53.6]","25.64160","22.13240","53.57560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","Uruguay","Male","23.3 [20.2-26.7]","23.32990","20.20680","26.68390","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","United States of America","Male","18.1 [17.5-24.0]","18.06900","17.49760","24.04480","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","United States of America","Female","5.0 [4.8-9.1]","5.03000","4.82000","9.14000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","United States of America","Both sexes","10.3 [10.0-14.3]","10.33240","9.98000","14.27850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","United States of America","Male","18.9 [18.2-24.9]","18.87160","18.23500","24.86710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","United States of America","Both sexes","12.1 [11.6-15.5]","12.06040","11.62420","15.51930","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","United States of America","Male","17.3 [16.7-22.4]","17.27640","16.73380","22.44260","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","United States of America","Male","19.2 [18.4-23.7]","19.24170","18.44500","23.72500","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","United States of America","Both sexes","12.0 [11.6-16.5]","12.00520","11.58200","16.51250","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","United States of America","Both sexes","14.5 [13.6-19.3]","14.51110","13.56470","19.34650","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","United States of America","Male","21.2 [20.3-29.0]","21.19770","20.27090","29.04570","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","United States of America","Male","17.1 [16.5-21.6]","17.10620","16.53710","21.57060","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Americas","United States of America","Female","5.0 [4.8-9.1]","4.96000","4.76000","9.11000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","United States of America","Both sexes","11.2 [10.8-15.4]","11.18770","10.82240","15.35800","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Americas","United States of America","Female","4.9 [4.7-7.9]","4.89000","4.69000","7.89000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","United States of America","Both sexes","11.0 [10.6-14.7]","10.96170","10.58430","14.73250","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","United States of America","Female","6.1 [5.8-6.3]","6.05000","5.77000","6.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Americas","United States of America","Both sexes","10.6 [10.2-14.3]","10.57010","10.21320","14.29400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","United States of America","Female","5.5 [5.3-9.7]","5.54000","5.30000","9.65000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Americas","United States of America","Female","4.3 [4.1-7.3]","4.31000","4.12000","7.25000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Americas","United States of America","Female","5.2 [5.0-5.4]","5.18000","4.96000","5.39000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","United States of America","Female","4.0 [3.8-6.9]","3.96000","3.77000","6.85000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","United States of America","Male","17.2 [16.6-21.6]","17.15820","16.61140","21.55400","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","United States of America","Male","17.5 [16.9-22.0]","17.46800","16.89140","21.99550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","United States of America","Female","4.7 [4.5-4.9]","4.71000","4.51000","4.89000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","United States of America","Male","22.4 [20.9-30.0]","22.39850","20.92100","29.95900","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Americas","United States of America","Female","6.8 [6.3-8.8]","6.77000","6.34000","8.79000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","United States of America","Both sexes","12.4 [11.9-16.1]","12.39540","11.87940","16.12770","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Americas","United States of America","Female","5.8 [5.5-8.7]","5.76000","5.51000","8.74000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Americas","United States of America","Both sexes","10.8 [10.4-13.1]","10.78990","10.42670","13.11560","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","United States of America","Male","16.9 [16.4-24.5]","16.93220","16.38970","24.50810","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","United States of America","Female","4.1 [3.9-4.2]","4.07000","3.89000","4.23000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","United States of America","Female","6.6 [6.1-8.6]","6.55000","6.12000","8.55000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Americas","United States of America","Male","22.5 [21.3-29.0]","22.51570","21.31640","28.99430","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","United States of America","Male","18.9 [18.2-25.5]","18.90880","18.24670","25.48090","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","United States of America","Male","19.9 [19.1-25.9]","19.86290","19.05790","25.86730","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Americas","United States of America","Female","4.7 [4.5-7.7]","4.72000","4.52000","7.72000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Americas","United States of America","Both sexes","12.0 [11.6-18.0]","12.03750","11.55660","17.97100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","United States of America","Female","5.4 [5.2-5.7]","5.44000","5.21000","5.66000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Americas","United States of America","Both sexes","10.0 [9.7-15.0]","10.01710","9.65000","15.03160","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Americas","United States of America","Both sexes","12.9 [12.3-16.0]","12.86240","12.32650","16.04600","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","United States of America","Both sexes","11.4 [11.0-16.5]","11.41960","11.03850","16.47470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Americas","United States of America","Female","5.4 [5.1-8.3]","5.37000","5.14000","8.34000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Americas","United States of America","Female","6.3 [5.9-6.6]","6.27000","5.92000","6.56000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Americas","United States of America","Male","21.8 [20.5-29.2]","21.78980","20.48000","29.20310","","",""
